id,workload,policy,policy_description,workload_description,cpp_file_path,cache_hit_rate,score,
1428,omnetpp,DRRIP-DBP: Dynamic RRIP with Dead-Block Prediction,"DRRIP-DBP combines Dynamic RRIP (SRRIP vs BRRIP) set-dueling with a compact dead-block predictor (DBP) to improve cache performance across diverse workloads. DRRIP adaptively chooses between frequent (SRRIP) and infrequent (BRRIP) insertion depths using a 10-bit PSEL counter and 32 leader sets, optimizing for workloads with varying reuse. To further reduce cache pollution from dead-on-arrival blocks (common in streaming and pointer-chasing workloads like lbm, omnetpp, mcf), a 1-bit per-line dead-block predictor tracks whether a block was reused before eviction. On fill, blocks predicted dead are inserted at distant RRPV (LRU) or bypassed; predicted live blocks follow DRRIP’s insertion policy. This hybrid approach leverages global phase adaptation and local dead-block filtering, outperforming pure RRIP or SHiP-lite in both regular and irregular access patterns. Metadata fits under 64 KiB: 2 bits/line RRPV, 1 bit/line DBP, 10 bits PSEL, 32 leader set flags.",,ChampSim_CRC2/new_policies/009_00_drrip_dbp__dynamic_rrip_with_dead_block_prediction_t02.cc,0.001151215,0.001151215,0%
1429,astar,DRRIP with Streaming Bypass and Dead-Block Tracking (DRRIP-SBD),"This policy combines Dynamic RRIP (DRRIP) set-dueling (SRRIP vs BRRIP) with a compact streaming detector and per-line dead-block approximation to adapt insertion and bypass behavior. DRRIP uses a 10-bit PSEL counter and 64 leader sets to select between SRRIP (frequent MRU insertion) and BRRIP (mostly LRU insertion) based on observed hits, adapting to workload phase changes (e.g., mcf, milc, astar). A lightweight streaming detector monitors address deltas per set and bypasses fills for monotonic streams (lbm, omnetpp), minimizing pollution. Additionally, each cache line tracks a 1-bit dead-block flag, set on eviction and cleared on reuse, enabling aggressive bypass for lines predicted dead. This hybrid approach improves performance by combining adaptive insertion depth, streaming bypass, and dead-block approximation, while fitting comfortably under 64 KiB metadata.",,ChampSim_CRC2/new_policies/009_01_drrip_with_streaming_bypass_and_dead_block_tracking__drrip_sbd_t04.cc,0.448812173,0.448812173,0%
1430,lbm,DRRIP with Streaming Bypass and Dead-Block Tracking (DRRIP-SBD),"This policy combines Dynamic RRIP (DRRIP) set-dueling (SRRIP vs BRRIP) with a compact streaming detector and per-line dead-block approximation to adapt insertion and bypass behavior. DRRIP uses a 10-bit PSEL counter and 64 leader sets to select between SRRIP (frequent MRU insertion) and BRRIP (mostly LRU insertion) based on observed hits, adapting to workload phase changes (e.g., mcf, milc, astar). A lightweight streaming detector monitors address deltas per set and bypasses fills for monotonic streams (lbm, omnetpp), minimizing pollution. Additionally, each cache line tracks a 1-bit dead-block flag, set on eviction and cleared on reuse, enabling aggressive bypass for lines predicted dead. This hybrid approach improves performance by combining adaptive insertion depth, streaming bypass, and dead-block approximation, while fitting comfortably under 64 KiB metadata.",,ChampSim_CRC2/new_policies/009_01_drrip_with_streaming_bypass_and_dead_block_tracking__drrip_sbd_t04.cc,0.433571727,0.433571727,0%
1431,mcf,DRRIP with Streaming Bypass and Dead-Block Tracking (DRRIP-SBD),"This policy combines Dynamic RRIP (DRRIP) set-dueling (SRRIP vs BRRIP) with a compact streaming detector and per-line dead-block approximation to adapt insertion and bypass behavior. DRRIP uses a 10-bit PSEL counter and 64 leader sets to select between SRRIP (frequent MRU insertion) and BRRIP (mostly LRU insertion) based on observed hits, adapting to workload phase changes (e.g., mcf, milc, astar). A lightweight streaming detector monitors address deltas per set and bypasses fills for monotonic streams (lbm, omnetpp), minimizing pollution. Additionally, each cache line tracks a 1-bit dead-block flag, set on eviction and cleared on reuse, enabling aggressive bypass for lines predicted dead. This hybrid approach improves performance by combining adaptive insertion depth, streaming bypass, and dead-block approximation, while fitting comfortably under 64 KiB metadata.",,ChampSim_CRC2/new_policies/009_01_drrip_with_streaming_bypass_and_dead_block_tracking__drrip_sbd_t04.cc,0.39798363,0.39798363,0%
1432,milc,DRRIP with Streaming Bypass and Dead-Block Tracking (DRRIP-SBD),"This policy combines Dynamic RRIP (DRRIP) set-dueling (SRRIP vs BRRIP) with a compact streaming detector and per-line dead-block approximation to adapt insertion and bypass behavior. DRRIP uses a 10-bit PSEL counter and 64 leader sets to select between SRRIP (frequent MRU insertion) and BRRIP (mostly LRU insertion) based on observed hits, adapting to workload phase changes (e.g., mcf, milc, astar). A lightweight streaming detector monitors address deltas per set and bypasses fills for monotonic streams (lbm, omnetpp), minimizing pollution. Additionally, each cache line tracks a 1-bit dead-block flag, set on eviction and cleared on reuse, enabling aggressive bypass for lines predicted dead. This hybrid approach improves performance by combining adaptive insertion depth, streaming bypass, and dead-block approximation, while fitting comfortably under 64 KiB metadata.",,ChampSim_CRC2/new_policies/009_01_drrip_with_streaming_bypass_and_dead_block_tracking__drrip_sbd_t04.cc,0.318393955,0.318393955,0%
1433,omnetpp,DRRIP with Streaming Bypass and Dead-Block Tracking (DRRIP-SBD),"This policy combines Dynamic RRIP (DRRIP) set-dueling (SRRIP vs BRRIP) with a compact streaming detector and per-line dead-block approximation to adapt insertion and bypass behavior. DRRIP uses a 10-bit PSEL counter and 64 leader sets to select between SRRIP (frequent MRU insertion) and BRRIP (mostly LRU insertion) based on observed hits, adapting to workload phase changes (e.g., mcf, milc, astar). A lightweight streaming detector monitors address deltas per set and bypasses fills for monotonic streams (lbm, omnetpp), minimizing pollution. Additionally, each cache line tracks a 1-bit dead-block flag, set on eviction and cleared on reuse, enabling aggressive bypass for lines predicted dead. This hybrid approach improves performance by combining adaptive insertion depth, streaming bypass, and dead-block approximation, while fitting comfortably under 64 KiB metadata.",,ChampSim_CRC2/new_policies/009_01_drrip_with_streaming_bypass_and_dead_block_tracking__drrip_sbd_t04.cc,0.453441972,0.453441972,0%
1434,astar,DRRIP-DBP (Dynamic Re-reference Interval Prediction with Dead-Block Prediction),"DRRIP-DBP combines dynamic RRIP (SRRIP vs BRRIP) set-dueling for adaptive insertion depth with a compact dead-block predictor (per-line 1-bit reuse counter) to minimize cache pollution. DRRIP uses a 10-bit PSEL counter and 64 leader sets to decide between frequent (SRRIP) and infrequent (BRRIP) insertion, adapting to workload locality and phase changes (beneficial for milc, astar, omnetpp). The dead-block predictor approximates block reuse: on a cache fill, if the block's reuse bit is clear (dead), insertion occurs at the farthest RRPV (LRU), causing fast eviction; if alive, insertion is at MRU. This mechanism prevents long-lived pollution from blocks with little reuse, improving performance for memory-bound workloads (mcf, lbm). The policy is simple and metadata-efficient: 2 bits/line RRPV, 1 bit/line dead-block reuse bit, and a 10-bit global PSEL counter. No PC-based prediction or streaming detector is used, ensuring diversity from prior designs.",,ChampSim_CRC2/new_policies/009_02_drrip_dbp__dynamic_re_reference_interval_prediction_with_dead_block_prediction_t07.cc,0.429999894,0.429999894,0%
1435,lbm,DRRIP-DBP (Dynamic Re-reference Interval Prediction with Dead-Block Prediction),"DRRIP-DBP combines dynamic RRIP (SRRIP vs BRRIP) set-dueling for adaptive insertion depth with a compact dead-block predictor (per-line 1-bit reuse counter) to minimize cache pollution. DRRIP uses a 10-bit PSEL counter and 64 leader sets to decide between frequent (SRRIP) and infrequent (BRRIP) insertion, adapting to workload locality and phase changes (beneficial for milc, astar, omnetpp). The dead-block predictor approximates block reuse: on a cache fill, if the block's reuse bit is clear (dead), insertion occurs at the farthest RRPV (LRU), causing fast eviction; if alive, insertion is at MRU. This mechanism prevents long-lived pollution from blocks with little reuse, improving performance for memory-bound workloads (mcf, lbm). The policy is simple and metadata-efficient: 2 bits/line RRPV, 1 bit/line dead-block reuse bit, and a 10-bit global PSEL counter. No PC-based prediction or streaming detector is used, ensuring diversity from prior designs.",,ChampSim_CRC2/new_policies/009_02_drrip_dbp__dynamic_re_reference_interval_prediction_with_dead_block_prediction_t07.cc,0.408602212,0.408602212,0%
1436,mcf,DRRIP-DBP (Dynamic Re-reference Interval Prediction with Dead-Block Prediction),"DRRIP-DBP combines dynamic RRIP (SRRIP vs BRRIP) set-dueling for adaptive insertion depth with a compact dead-block predictor (per-line 1-bit reuse counter) to minimize cache pollution. DRRIP uses a 10-bit PSEL counter and 64 leader sets to decide between frequent (SRRIP) and infrequent (BRRIP) insertion, adapting to workload locality and phase changes (beneficial for milc, astar, omnetpp). The dead-block predictor approximates block reuse: on a cache fill, if the block's reuse bit is clear (dead), insertion occurs at the farthest RRPV (LRU), causing fast eviction; if alive, insertion is at MRU. This mechanism prevents long-lived pollution from blocks with little reuse, improving performance for memory-bound workloads (mcf, lbm). The policy is simple and metadata-efficient: 2 bits/line RRPV, 1 bit/line dead-block reuse bit, and a 10-bit global PSEL counter. No PC-based prediction or streaming detector is used, ensuring diversity from prior designs.",,ChampSim_CRC2/new_policies/009_02_drrip_dbp__dynamic_re_reference_interval_prediction_with_dead_block_prediction_t07.cc,0.459477502,0.459477502,0%
1437,milc,DRRIP-DBP (Dynamic Re-reference Interval Prediction with Dead-Block Prediction),"DRRIP-DBP combines dynamic RRIP (SRRIP vs BRRIP) set-dueling for adaptive insertion depth with a compact dead-block predictor (per-line 1-bit reuse counter) to minimize cache pollution. DRRIP uses a 10-bit PSEL counter and 64 leader sets to decide between frequent (SRRIP) and infrequent (BRRIP) insertion, adapting to workload locality and phase changes (beneficial for milc, astar, omnetpp). The dead-block predictor approximates block reuse: on a cache fill, if the block's reuse bit is clear (dead), insertion occurs at the farthest RRPV (LRU), causing fast eviction; if alive, insertion is at MRU. This mechanism prevents long-lived pollution from blocks with little reuse, improving performance for memory-bound workloads (mcf, lbm). The policy is simple and metadata-efficient: 2 bits/line RRPV, 1 bit/line dead-block reuse bit, and a 10-bit global PSEL counter. No PC-based prediction or streaming detector is used, ensuring diversity from prior designs.",,ChampSim_CRC2/new_policies/009_02_drrip_dbp__dynamic_re_reference_interval_prediction_with_dead_block_prediction_t07.cc,0.307479525,0.307479525,0%
1438,omnetpp,DRRIP-DBP (Dynamic Re-reference Interval Prediction with Dead-Block Prediction),"DRRIP-DBP combines dynamic RRIP (SRRIP vs BRRIP) set-dueling for adaptive insertion depth with a compact dead-block predictor (per-line 1-bit reuse counter) to minimize cache pollution. DRRIP uses a 10-bit PSEL counter and 64 leader sets to decide between frequent (SRRIP) and infrequent (BRRIP) insertion, adapting to workload locality and phase changes (beneficial for milc, astar, omnetpp). The dead-block predictor approximates block reuse: on a cache fill, if the block's reuse bit is clear (dead), insertion occurs at the farthest RRPV (LRU), causing fast eviction; if alive, insertion is at MRU. This mechanism prevents long-lived pollution from blocks with little reuse, improving performance for memory-bound workloads (mcf, lbm). The policy is simple and metadata-efficient: 2 bits/line RRPV, 1 bit/line dead-block reuse bit, and a 10-bit global PSEL counter. No PC-based prediction or streaming detector is used, ensuring diversity from prior designs.",,ChampSim_CRC2/new_policies/009_02_drrip_dbp__dynamic_re_reference_interval_prediction_with_dead_block_prediction_t07.cc,0.401602138,0.401602138,0%
1439,all,DRRIP with Streaming Bypass and Dead-Block Tracking (DRRIP-SBD),"This policy combines Dynamic RRIP (DRRIP) set-dueling (SRRIP vs BRRIP) with a compact streaming detector and per-line dead-block approximation to adapt insertion and bypass behavior. DRRIP uses a 10-bit PSEL counter and 64 leader sets to select between SRRIP (frequent MRU insertion) and BRRIP (mostly LRU insertion) based on observed hits, adapting to workload phase changes (e.g., mcf, milc, astar). A lightweight streaming detector monitors address deltas per set and bypasses fills for monotonic streams (lbm, omnetpp), minimizing pollution. Additionally, each cache line tracks a 1-bit dead-block flag, set on eviction and cleared on reuse, enabling aggressive bypass for lines predicted dead. This hybrid approach improves performance by combining adaptive insertion depth, streaming bypass, and dead-block approximation, while fitting comfortably under 64 KiB metadata.",,ChampSim_CRC2/new_policies/009_01_drrip_with_streaming_bypass_and_dead_block_tracking__drrip_sbd_t04.cc,0.410440691,0.410440691,41%
1440,astar,SHiP-Lite with Streaming Bypass and PC-Signature Insertion (SHiP-SB),"This policy combines SHiP-lite signature-based insertion depth control with a streaming detector and selective bypass. Each cache line tracks a compact 5-bit PC signature, and each signature has a 2-bit outcome counter (global table, 1024 entries) that biases insertion depth: lines accessed by PCs with high reuse are inserted closer to MRU, while those with low reuse are inserted at LRU. A per-set streaming detector monitors monotonic address deltas and triggers bypass for detected streaming sets, minimizing pollution for workloads like lbm and omnetpp. This hybrid approach adapts to both control-heavy (astar, mcf, milc) and streaming workloads, improving hit rates by learning reuse patterns at the PC level and avoiding cache pollution from streaming or dead-on-arrival blocks. All metadata fits comfortably under 64 KiB.",,ChampSim_CRC2/new_policies/010_00_ship_lite_with_streaming_bypass_and_pc_signature_insertion__ship_sb_t02.cc,0.459823137,0.459823137,0%
1441,lbm,SHiP-Lite with Streaming Bypass and PC-Signature Insertion (SHiP-SB),"This policy combines SHiP-lite signature-based insertion depth control with a streaming detector and selective bypass. Each cache line tracks a compact 5-bit PC signature, and each signature has a 2-bit outcome counter (global table, 1024 entries) that biases insertion depth: lines accessed by PCs with high reuse are inserted closer to MRU, while those with low reuse are inserted at LRU. A per-set streaming detector monitors monotonic address deltas and triggers bypass for detected streaming sets, minimizing pollution for workloads like lbm and omnetpp. This hybrid approach adapts to both control-heavy (astar, mcf, milc) and streaming workloads, improving hit rates by learning reuse patterns at the PC level and avoiding cache pollution from streaming or dead-on-arrival blocks. All metadata fits comfortably under 64 KiB.",,ChampSim_CRC2/new_policies/010_00_ship_lite_with_streaming_bypass_and_pc_signature_insertion__ship_sb_t02.cc,0.248920793,0.248920793,0%
1442,mcf,SHiP-Lite with Streaming Bypass and PC-Signature Insertion (SHiP-SB),"This policy combines SHiP-lite signature-based insertion depth control with a streaming detector and selective bypass. Each cache line tracks a compact 5-bit PC signature, and each signature has a 2-bit outcome counter (global table, 1024 entries) that biases insertion depth: lines accessed by PCs with high reuse are inserted closer to MRU, while those with low reuse are inserted at LRU. A per-set streaming detector monitors monotonic address deltas and triggers bypass for detected streaming sets, minimizing pollution for workloads like lbm and omnetpp. This hybrid approach adapts to both control-heavy (astar, mcf, milc) and streaming workloads, improving hit rates by learning reuse patterns at the PC level and avoiding cache pollution from streaming or dead-on-arrival blocks. All metadata fits comfortably under 64 KiB.",,ChampSim_CRC2/new_policies/010_00_ship_lite_with_streaming_bypass_and_pc_signature_insertion__ship_sb_t02.cc,0.423545433,0.423545433,0%
1443,milc,SHiP-Lite with Streaming Bypass and PC-Signature Insertion (SHiP-SB),"This policy combines SHiP-lite signature-based insertion depth control with a streaming detector and selective bypass. Each cache line tracks a compact 5-bit PC signature, and each signature has a 2-bit outcome counter (global table, 1024 entries) that biases insertion depth: lines accessed by PCs with high reuse are inserted closer to MRU, while those with low reuse are inserted at LRU. A per-set streaming detector monitors monotonic address deltas and triggers bypass for detected streaming sets, minimizing pollution for workloads like lbm and omnetpp. This hybrid approach adapts to both control-heavy (astar, mcf, milc) and streaming workloads, improving hit rates by learning reuse patterns at the PC level and avoiding cache pollution from streaming or dead-on-arrival blocks. All metadata fits comfortably under 64 KiB.",,ChampSim_CRC2/new_policies/010_00_ship_lite_with_streaming_bypass_and_pc_signature_insertion__ship_sb_t02.cc,0.009357553,0.009357553,0%
1444,omnetpp,SHiP-Lite with Streaming Bypass and PC-Signature Insertion (SHiP-SB),"This policy combines SHiP-lite signature-based insertion depth control with a streaming detector and selective bypass. Each cache line tracks a compact 5-bit PC signature, and each signature has a 2-bit outcome counter (global table, 1024 entries) that biases insertion depth: lines accessed by PCs with high reuse are inserted closer to MRU, while those with low reuse are inserted at LRU. A per-set streaming detector monitors monotonic address deltas and triggers bypass for detected streaming sets, minimizing pollution for workloads like lbm and omnetpp. This hybrid approach adapts to both control-heavy (astar, mcf, milc) and streaming workloads, improving hit rates by learning reuse patterns at the PC level and avoiding cache pollution from streaming or dead-on-arrival blocks. All metadata fits comfortably under 64 KiB.",,ChampSim_CRC2/new_policies/010_00_ship_lite_with_streaming_bypass_and_pc_signature_insertion__ship_sb_t02.cc,0.223341624,0.223341624,0%
1445,astar,SHiP-Lite with Streaming Bypass and Signature-Based Insertion (SHiP-SB),"This policy combines SHiP-lite signature-based insertion depth control with a compact streaming detector and selective bypass. Each cache line tracks a 6-bit PC signature and a small 2-bit outcome counter per signature (shared across sets), biasing insertion depth toward MRU for signatures with recent hits and toward LRU for signatures with misses. A per-set streaming detector identifies monotonic address accesses and triggers aggressive bypass (never insert) for streaming sets, minimizing pollution for workloads like lbm and omnetpp. By leveraging program context (PC) to predict reuse and adapting insertion depth, the policy improves hit rate for control-heavy and phase-changing workloads (astar, mcf, milc), while streaming bypass protects against cache pollution. The metadata footprint remains under 64 KiB by sharing signature counters and using compact per-line and per-set structures.",,ChampSim_CRC2/new_policies/010_01_ship_lite_with_streaming_bypass_and_signature_based_insertion__ship_sb_t04.cc,0.14497282,0.14497282,0%
1446,lbm,SHiP-Lite with Streaming Bypass and Signature-Based Insertion (SHiP-SB),"This policy combines SHiP-lite signature-based insertion depth control with a compact streaming detector and selective bypass. Each cache line tracks a 6-bit PC signature and a small 2-bit outcome counter per signature (shared across sets), biasing insertion depth toward MRU for signatures with recent hits and toward LRU for signatures with misses. A per-set streaming detector identifies monotonic address accesses and triggers aggressive bypass (never insert) for streaming sets, minimizing pollution for workloads like lbm and omnetpp. By leveraging program context (PC) to predict reuse and adapting insertion depth, the policy improves hit rate for control-heavy and phase-changing workloads (astar, mcf, milc), while streaming bypass protects against cache pollution. The metadata footprint remains under 64 KiB by sharing signature counters and using compact per-line and per-set structures.",,ChampSim_CRC2/new_policies/010_01_ship_lite_with_streaming_bypass_and_signature_based_insertion__ship_sb_t04.cc,0.070375116,0.070375116,0%
1447,mcf,SHiP-Lite with Streaming Bypass and Signature-Based Insertion (SHiP-SB),"This policy combines SHiP-lite signature-based insertion depth control with a compact streaming detector and selective bypass. Each cache line tracks a 6-bit PC signature and a small 2-bit outcome counter per signature (shared across sets), biasing insertion depth toward MRU for signatures with recent hits and toward LRU for signatures with misses. A per-set streaming detector identifies monotonic address accesses and triggers aggressive bypass (never insert) for streaming sets, minimizing pollution for workloads like lbm and omnetpp. By leveraging program context (PC) to predict reuse and adapting insertion depth, the policy improves hit rate for control-heavy and phase-changing workloads (astar, mcf, milc), while streaming bypass protects against cache pollution. The metadata footprint remains under 64 KiB by sharing signature counters and using compact per-line and per-set structures.",,ChampSim_CRC2/new_policies/010_01_ship_lite_with_streaming_bypass_and_signature_based_insertion__ship_sb_t04.cc,0.472739729,0.472739729,0%
1448,milc,SHiP-Lite with Streaming Bypass and Signature-Based Insertion (SHiP-SB),"This policy combines SHiP-lite signature-based insertion depth control with a compact streaming detector and selective bypass. Each cache line tracks a 6-bit PC signature and a small 2-bit outcome counter per signature (shared across sets), biasing insertion depth toward MRU for signatures with recent hits and toward LRU for signatures with misses. A per-set streaming detector identifies monotonic address accesses and triggers aggressive bypass (never insert) for streaming sets, minimizing pollution for workloads like lbm and omnetpp. By leveraging program context (PC) to predict reuse and adapting insertion depth, the policy improves hit rate for control-heavy and phase-changing workloads (astar, mcf, milc), while streaming bypass protects against cache pollution. The metadata footprint remains under 64 KiB by sharing signature counters and using compact per-line and per-set structures.",,ChampSim_CRC2/new_policies/010_01_ship_lite_with_streaming_bypass_and_signature_based_insertion__ship_sb_t04.cc,0.009726859,0.009726859,0%
1449,omnetpp,SHiP-Lite with Streaming Bypass and Signature-Based Insertion (SHiP-SB),"This policy combines SHiP-lite signature-based insertion depth control with a compact streaming detector and selective bypass. Each cache line tracks a 6-bit PC signature and a small 2-bit outcome counter per signature (shared across sets), biasing insertion depth toward MRU for signatures with recent hits and toward LRU for signatures with misses. A per-set streaming detector identifies monotonic address accesses and triggers aggressive bypass (never insert) for streaming sets, minimizing pollution for workloads like lbm and omnetpp. By leveraging program context (PC) to predict reuse and adapting insertion depth, the policy improves hit rate for control-heavy and phase-changing workloads (astar, mcf, milc), while streaming bypass protects against cache pollution. The metadata footprint remains under 64 KiB by sharing signature counters and using compact per-line and per-set structures.",,ChampSim_CRC2/new_policies/010_01_ship_lite_with_streaming_bypass_and_signature_based_insertion__ship_sb_t04.cc,0.001294371,0.001294371,0%
1450,astar,SHiP-Lite with Streaming-Aware Insertion (SHiP-SA),"SHiP-SA integrates SHiP-lite's PC-based reuse prediction with a lightweight streaming detector to adapt insertion depth according to both temporal locality and streaming behavior. Each cache line maintains a compact 2-bit RRPV (as in RRIP), while a per-set streaming flag detects monotonic or near-monotonic address strides, allowing aggressive insertion at LRU for streaming phases (e.g., lbm, omnetpp) to minimize pollution. For non-streaming accesses, insertion depth is guided by a small PC signature table (6 bits per entry, 2048 entries) tracking recent PCs and their reuse outcomes, biasing insertion toward MRU for PCs with frequent hits (as in SHiP). This hybrid approach improves adaptability: SHiP-lite boosts retention for frequently reused code paths (e.g., astar, milc, mcf), while streaming-aware insertion quickly evicts blocks from streaming phases. The total metadata is ~32 KiB, well under the 64 KiB budget, and the policy is robust to diverse workload phase changes.",,ChampSim_CRC2/new_policies/010_02_ship_lite_with_streaming_aware_insertion__ship_sa_t07.cc,0.434703185,0.434703185,0%
1451,lbm,SHiP-Lite with Streaming-Aware Insertion (SHiP-SA),"SHiP-SA integrates SHiP-lite's PC-based reuse prediction with a lightweight streaming detector to adapt insertion depth according to both temporal locality and streaming behavior. Each cache line maintains a compact 2-bit RRPV (as in RRIP), while a per-set streaming flag detects monotonic or near-monotonic address strides, allowing aggressive insertion at LRU for streaming phases (e.g., lbm, omnetpp) to minimize pollution. For non-streaming accesses, insertion depth is guided by a small PC signature table (6 bits per entry, 2048 entries) tracking recent PCs and their reuse outcomes, biasing insertion toward MRU for PCs with frequent hits (as in SHiP). This hybrid approach improves adaptability: SHiP-lite boosts retention for frequently reused code paths (e.g., astar, milc, mcf), while streaming-aware insertion quickly evicts blocks from streaming phases. The total metadata is ~32 KiB, well under the 64 KiB budget, and the policy is robust to diverse workload phase changes.",,ChampSim_CRC2/new_policies/010_02_ship_lite_with_streaming_aware_insertion__ship_sa_t07.cc,0.412280918,0.412280918,0%
1452,mcf,SHiP-Lite with Streaming-Aware Insertion (SHiP-SA),"SHiP-SA integrates SHiP-lite's PC-based reuse prediction with a lightweight streaming detector to adapt insertion depth according to both temporal locality and streaming behavior. Each cache line maintains a compact 2-bit RRPV (as in RRIP), while a per-set streaming flag detects monotonic or near-monotonic address strides, allowing aggressive insertion at LRU for streaming phases (e.g., lbm, omnetpp) to minimize pollution. For non-streaming accesses, insertion depth is guided by a small PC signature table (6 bits per entry, 2048 entries) tracking recent PCs and their reuse outcomes, biasing insertion toward MRU for PCs with frequent hits (as in SHiP). This hybrid approach improves adaptability: SHiP-lite boosts retention for frequently reused code paths (e.g., astar, milc, mcf), while streaming-aware insertion quickly evicts blocks from streaming phases. The total metadata is ~32 KiB, well under the 64 KiB budget, and the policy is robust to diverse workload phase changes.",,ChampSim_CRC2/new_policies/010_02_ship_lite_with_streaming_aware_insertion__ship_sa_t07.cc,0.474853522,0.474853522,0%
1453,milc,SHiP-Lite with Streaming-Aware Insertion (SHiP-SA),"SHiP-SA integrates SHiP-lite's PC-based reuse prediction with a lightweight streaming detector to adapt insertion depth according to both temporal locality and streaming behavior. Each cache line maintains a compact 2-bit RRPV (as in RRIP), while a per-set streaming flag detects monotonic or near-monotonic address strides, allowing aggressive insertion at LRU for streaming phases (e.g., lbm, omnetpp) to minimize pollution. For non-streaming accesses, insertion depth is guided by a small PC signature table (6 bits per entry, 2048 entries) tracking recent PCs and their reuse outcomes, biasing insertion toward MRU for PCs with frequent hits (as in SHiP). This hybrid approach improves adaptability: SHiP-lite boosts retention for frequently reused code paths (e.g., astar, milc, mcf), while streaming-aware insertion quickly evicts blocks from streaming phases. The total metadata is ~32 KiB, well under the 64 KiB budget, and the policy is robust to diverse workload phase changes.",,ChampSim_CRC2/new_policies/010_02_ship_lite_with_streaming_aware_insertion__ship_sa_t07.cc,0.312057829,0.312057829,0%
1454,omnetpp,SHiP-Lite with Streaming-Aware Insertion (SHiP-SA),"SHiP-SA integrates SHiP-lite's PC-based reuse prediction with a lightweight streaming detector to adapt insertion depth according to both temporal locality and streaming behavior. Each cache line maintains a compact 2-bit RRPV (as in RRIP), while a per-set streaming flag detects monotonic or near-monotonic address strides, allowing aggressive insertion at LRU for streaming phases (e.g., lbm, omnetpp) to minimize pollution. For non-streaming accesses, insertion depth is guided by a small PC signature table (6 bits per entry, 2048 entries) tracking recent PCs and their reuse outcomes, biasing insertion toward MRU for PCs with frequent hits (as in SHiP). This hybrid approach improves adaptability: SHiP-lite boosts retention for frequently reused code paths (e.g., astar, milc, mcf), while streaming-aware insertion quickly evicts blocks from streaming phases. The total metadata is ~32 KiB, well under the 64 KiB budget, and the policy is robust to diverse workload phase changes.",,ChampSim_CRC2/new_policies/010_02_ship_lite_with_streaming_aware_insertion__ship_sa_t07.cc,0.621624685,0.621624685,0%
1455,all,SHiP-Lite with Streaming-Aware Insertion (SHiP-SA),"SHiP-SA integrates SHiP-lite's PC-based reuse prediction with a lightweight streaming detector to adapt insertion depth according to both temporal locality and streaming behavior. Each cache line maintains a compact 2-bit RRPV (as in RRIP), while a per-set streaming flag detects monotonic or near-monotonic address strides, allowing aggressive insertion at LRU for streaming phases (e.g., lbm, omnetpp) to minimize pollution. For non-streaming accesses, insertion depth is guided by a small PC signature table (6 bits per entry, 2048 entries) tracking recent PCs and their reuse outcomes, biasing insertion toward MRU for PCs with frequent hits (as in SHiP). This hybrid approach improves adaptability: SHiP-lite boosts retention for frequently reused code paths (e.g., astar, milc, mcf), while streaming-aware insertion quickly evicts blocks from streaming phases. The total metadata is ~32 KiB, well under the 64 KiB budget, and the policy is robust to diverse workload phase changes.",,ChampSim_CRC2/new_policies/010_02_ship_lite_with_streaming_aware_insertion__ship_sa_t07.cc,0.451104028,0.451104028,45%
1456,astar,DRRIP with Streaming Bypass and Dead-Block Learning (DRRIP-SBDL),"DRRIP-SBDL combines dynamic RRIP (SRRIP/BRRIP) set-dueling with a lightweight streaming detector and per-line dead-block counters to improve adaptability across diverse workloads. DRRIP set-dueling (using a 10-bit PSEL and 64 leader sets) dynamically selects between SRRIP and BRRIP insertion depths, optimizing for both recency and bursty reuse. A streaming detector (per-set, 1-bit) identifies monotonic access phases and triggers cache bypass for blocks unlikely to be reused (e.g., lbm, omnetpp), reducing pollution. Additionally, each cache line maintains a 2-bit dead-block counter, incremented on eviction and decayed periodically, to approximate dead-block likelihood and bias insertion toward LRU for lines with high dead probability. This hybrid approach leverages global phase adaptation, streaming-aware bypass, and local dead-block learning, improving hit rates for both irregular (mcf, astar, milc) and streaming workloads. Total metadata is ~32 KiB (PSEL, leader sets, streaming flags, dead-block counters), well under the 64 KiB budget.",,ChampSim_CRC2/new_policies/011_00_drrip_with_streaming_bypass_and_dead_block_learning__drrip_sbdl_t02.cc,0.366562927,0.366562927,0%
1457,lbm,DRRIP with Streaming Bypass and Dead-Block Learning (DRRIP-SBDL),"DRRIP-SBDL combines dynamic RRIP (SRRIP/BRRIP) set-dueling with a lightweight streaming detector and per-line dead-block counters to improve adaptability across diverse workloads. DRRIP set-dueling (using a 10-bit PSEL and 64 leader sets) dynamically selects between SRRIP and BRRIP insertion depths, optimizing for both recency and bursty reuse. A streaming detector (per-set, 1-bit) identifies monotonic access phases and triggers cache bypass for blocks unlikely to be reused (e.g., lbm, omnetpp), reducing pollution. Additionally, each cache line maintains a 2-bit dead-block counter, incremented on eviction and decayed periodically, to approximate dead-block likelihood and bias insertion toward LRU for lines with high dead probability. This hybrid approach leverages global phase adaptation, streaming-aware bypass, and local dead-block learning, improving hit rates for both irregular (mcf, astar, milc) and streaming workloads. Total metadata is ~32 KiB (PSEL, leader sets, streaming flags, dead-block counters), well under the 64 KiB budget.",,ChampSim_CRC2/new_policies/011_00_drrip_with_streaming_bypass_and_dead_block_learning__drrip_sbdl_t02.cc,0.263975261,0.263975261,0%
